First	Last	Address	City	State	Zip	Phone
Paige	Corbage	256 Third Street	San Jose	CA	95112-5223	(408) 555-4000
Harman	Graham	232 Third Street	Mountain View	CA	95112-5226	(650) 555-1155
Doug	Rehrman	233 Third Street	Santa Clara	CA	95112-7235	(408) 555-7383
Vic	Waller	247 Third Street	Gilroy	CA	95112-5209	(415) 555-7474
Don	Mulley	253 Third Street	Campbell	CA	95112-7213	(408) 555-2900
Karen	Deem	255 Third Street	Fremont	CA	95112-5224	(415) 555-0123
Doug	Ibrahim	275 Third Street	San Jose	CA	95112-5240	(408) 555-0250
Paul	Currie	279 Third Street	San Jose	CA	95112-5242	(415) 555-8988
Greg	Katsu	287 Third Street	San Jose	CA	95112-5209	(408) 555-7700
Duffy	Freiberg	1048 Sixth Street	Sunnyvale	CA	95112-3935	(408) 555-3950
Steven	Dionne	293 Third Street	Campbell	CA	95112-7244	(408) 555-1800
Eli	Cropper/Patti	76 Julian Street	San Jose	CA	95112-4047	(408) 555-1000
Don	Kallmeyer	827 Blossom Hill Road	Los Gatos	CA	95123-2701	(408) 555-5525
Donald	Clark	835 Blossom Hill Road	Morgan Hill	CA	95123-2703	(415) 555-7877
Rick	Lee	841 Blossom Hill Road	Santa Clara	CA	95123-2704	(415) 555-0440
Mike	Castro	489 Blossom Hill Road	San Jose	CA	95123-3302	(408) 555-3500
Mark	Solberg	493 Blossom Hill Road	Gilroy	CA	95123-3302	(404) 555-8615
Ms. J.	Bliss	3963 Snell Ave	San Jose	CA	95136-2201	(408) 555-4766
Jim	Taoyama	222 Capitol Expy	San Jose	CA	95136-1302	(650) 555-5648
Steel	Townsend	3151 Snell Ave	Sunnyvale	CA	95136	(415) 555-0173
Bob	Strauss	900 Capitol Expy	Campbell	CA	95136-1102	(408) 555-9100
Peter	Malgesini+Others	920 Capitol Expy	Mountain View	CA	95136-1102	(408) 555-0208
Larry	Stiles	1050 Capitol Expy	Santa Clara	CA	95136-1104	(415) 555-5000
Don	Credi	1011 Blossom Hill Road	Los Gatos	CA	95123-1104	(650) 555-7300
Tracey L.	Gutto	1009 Blossom Hill Road	San Jose	CA	95123-1104	(408) 555-9655
Shirley	Wong	5340 Thornwood Drive	Fremont	CA	95123-1212	(415) 555-3660
Adom	Bachman	2186 Stone Ave	San Jose	CA	95125-1451	(408) 555-8946
Lisa	Gessler	1115 Kimberly Drive	Sunnyvale	CA	95118-1533	(408) 555-5020
Don	Schulhof	3595 Almaden Road	Gilroy	CA	95118-1503	(650) 555-5750
Dave	Meriweather	3150 Almaden Expy	Milpitas	CA	95118-1200	(408) 555-5800
Tig	Zabowski	3005 Almaden Expy	Fremont	CA	95118-1202	(650) 555-0298
Norman	Trapp	1693 Branham Lane	Mountain View	CA	95118-5211	(510) 555-5100
Douglas	Kollence	1670 Hillsdale Ave	Santa Clara	CA	95124-3212	(415) 555-1819
Amar	Spengler	1660 Hillsdale Ave	San Jose	CA	95124-3211	(408) 555-1930
Terry	White	1642 Hillsdale Ave	Cupertino	CA	95124-3239	(408) 555-6030
Paul	Coady	2988 Meridian Ave	Santa Clara	CA	95124-1944	(510) 555-5888
Connie	Schetret	1514 Padres Drive	Los Gatos	CA	95125-1862	(408) 555-9558
Mike	Albert	1518 Padres Drive	San Jose	CA	95125-1862	(408) 555-6273
Jerry	Bettencourt	1522 Padres Drive	San Jose	CA	95125-1862	(408) 555-8016
Eli	Corduwal	1524 Padres Drive	San Jose	CA	95125-1862	(408) 555-0474
Lou	Leuter	702 Minnesota Ave	San Jose	CA	95125-1735	(650) 555-7734
Winnie	Larkin	1568 Meridian Ave	Santa Clara	CA	95125-5319	(415) 555-8880
Gary	Wood	996 Minnesota Ave	Morgan Hill	CA	95125-2424	(650) 555-7100
Jim	Compton	1415 Settle Ave	San Jose	CA	95125-2443	(408) 555-5501
Max	Stanfield	1052 Sixth Street	Morgan Hill	CA	95112-3935	(216) 555-6060
Laura	Liegerman	1020 Minnesota Ave	Gilroy	CA	95125-2425	(212) 555-0900
Don	Miranda	1440 Lincoln Ave	Santa Clara	CA	95125-3313	(408) 555-2800
James	Granger	1060 Minnesota Ave	San Jose	CA	95125-2461	(408) 555-7400
Peter	King	1030 Minnesota Ave	Santa Clara	CA	95125-2425	(617) 555-3887
George	Coleman	1040 Minnesota Ave	Los Gatos	CA	95125-2425	(408) 555-0333
James C	Rosenberg	1070 Minnesota Ave	Santa Clara	CA	95125-2425	(650) 555-8411
Terry	Calvin	1080 Minnesota Ave	Santa Clara	CA	95125-2425	(408) 555-1710
Egon T.	Huang	1149 Minnesota Ave	San Jose	CA	95125-3324	(408) 555-2013
Diana	Andrews	1139 Minnesota Ave	San Jose	CA	95125-3324	(415) 555-7373
Kevin	Kenville	1151 Minnesota Ave	San Jose	CA	95125-3324	(408) 555-0713
Leslie A.	Weider	1147 Minnesota Ave	San Jose	CA	95125-3324	(408) 555-8090
Carol	Byrne	1145 Minnesota Ave	San Jose	CA	95125-3324	(314) 555-8025
Mason	James	1143 Minnesota Ave	Morgan Hill	CA	95125-3324	(414) 555-1444
Mr. Jules	Jaquier	1349 Iris Court	San Jose	CA	95125-3247	(213) 555-5885
Rudi	Micheff	1093 Minnesota Ave	Santa Clara	CA	95125-2413	(408) 555-9000
Dan	Ohsugi	1055 Minnesota Ave	Gilroy	CA	95125-2413	(408) 555-7510
William	Murakami	1093 Minnesota Ave	Los Gatos	CA	95125-2413	(602) 555-3597
Lou	Averly	1035 Minnesota Ave	San Jose	CA	95125-2431	(408) 555-9080
Rodger	Baird	1025 Minnesota Ave	San Jose	CA	95125-2455	(415) 555-1161
Peter	Shinoda	1110 Blewett Ave	Santa Clara	CA	95125-2301	(650) 555-8000
Delphine W.P.	Crevin	1015 Minnesota Ave	San Jose	CA	95125-2427	(415) 555-6680
David	Wroblesky	1005 Minnesota Ave	Cupertino	CA	95125-2426	(408) 555-3003
Ray	Reyes	1001 Minnesota Ave	San Jose	CA	95125-2426	(408) 555-6616
G.	Rodriguez	15100 Los Gatos Blvd	Sunnyvale	CA	95032-2028	(415) 555-4323
Don	Dean	15100 Los Gatos Blvd	Morgan Hill	CA	95032-2028	(408) 555-9400
Phil	Stern	15100 Los Gatos Blvd	San Jose	CA	95032-2028	(650) 555-0200
Jeff	Hutaff	15100 Los Gatos Blvd	San Jose	CA	95032-2028	(408) 555-3700
Chris	Macphee	15100 Los Gatos Blvd	Santa Clara	CA	95032-2028	(408) 555-0710
Laynie	Dalzell	15100 Los Gatos Blvd	San Jose	CA	95032-2028	(214) 555-1800
Joe	Walker	160 Knowles Drive	Sunnyvale	CA	95030-1828	(408) 555-2982
Jerome Crowley	Martin	14700 Winchester Blvd	Santa Clara	CA	95030-1818	(415) 555-6060
Michael	Wheeler	1098 Sixth Street	San Jose	CA	95112-3935	(408) 555-8300
Rick	Teal	90 Albright Way	Campbell	CA	95030-1827	(415) 555-3824
Carol Van	Bryzek	16795 Lark Ave	San Jose	CA	95030-2352	(408) 555-4468
Brian C.	Nguyen	985 University Ave	San Jose	CA	95030-2350	(408) 555-5535
Jim	Miau	987 University Ave	Gilroy	CA	95030-2343	(408) 555-3624
Yakub	Harwood	16780 Lark Ave	San Jose	CA	95030-2315	(408) 555-1077
Arlindo	Easley	981 University Ave	Morgan Hill	CA	95030-2349	(408) 555-5888
George	Bagnatory	981 University Ave	Cupertino	CA	95030-2349	(408) 555-6008
Jim	Lynch	983 University Ave	Campbell	CA	95030-2305	(408) 555-6730
Bob	Foeger	17471 Farley RD W	Santa Clara	CA	95030-3308	(408) 555-5550
Harry	Bean	17419 Farley Road	Los Gatos	CA	95030-3308	(408) 555-7000
Lars-Erik	Bruce	805 University Ave	Morgan Hill	CA	95030-3318	(212) 555-2400
Chris	Solberg/Weed	17421 Farley RD W	Cupertino	CA	95030-3308	(650) 555-3030
Bernie	Closson	17443 Farley RD W	Santa Clara	CA	95030-3308	(209) 555-5231
Larry	Michaels	17443 Farley RD W	Gilroy	CA	95030-3308	(408) 555-4700
John	Fancy	17435 Farley RD W	Cupertino	CA	95030-3308	(408) 555-1710
Russell	Lubin	17427 Farley RD W	Los Gatos	CA	95030-3308	(408) 555-3200
\\Ennis	Cameron	809 University Ave	Cupertino	CA	95030-3314	(408) 555-7800
Joe	Riesenhuber	15737 Los Gatos Blvd	Santa Clara	CA	95032-2539	(408) 555-9122
Patsy	Ferguson	15771 Los Gatos Blvd	Campbell	CA	95032-2539	(408) 555-5844
John	Worny	15751 Los Gatos Blvd	Cupertino	CA	95032-2539	(408) 555-4000
Jack	Gooze	16719 Farley Road	San Jose	CA	95032-3302	(415) 555-6361
Greg	Pietro	15405 Los Gatos Blvd	Mountain View	CA	95032-2500	(408) 555-3816
Rick	Shuken	15445 Los Gatos Blvd	Santa Clara	CA	95032-2501	(408) 555-6880
David	Utley	15425 Los Gatos Blvd	Gilroy	CA	95032-2541	(650) 555-0212
Iven	Killian	15475 Los Gatos Blvd	San Jose	CA	95032-2501	(408) 555-0880
Jack	Dickson	15349 Los Gatos Blvd	Morgan Hill	CA	95032-2513	(415) 555-8000
Leslie	Scull	15367 Los Gatos Blvd	San Jose	CA	95032-2513	(408) 555-6655
Terry	Stuhlberg	15299 Los Gatos Blvd	Redwood City	CA	95032-2513	(408) 555-8477
Patrick	Ray	15239 Los Gatos Blvd	Los Gatos	CA	95032-2513	(408) 555-2244
Sung Pal	Lin	16500 Lark Ave	Sunnyvale	CA	95032-2505	(408) 555-9711
Carrell W.	Dykes	15200 Los Gatos Blvd	San Jose	CA	95032-2560	(408) 555-0142
Wm.	Yune	15400 Los Gatos Blvd	Los Gatos	CA	95032-2502	(408) 555-4885
David	Miller	15466 Los Gatos Blvd	Morgan Hill	CA	95032-2542	(201) 555-3000
Frank	Cordero	15615 Los Gatos Blvd	Los Gatos	CA	95032-2510	(650) 555-9693
Hugh	Williams	15500 Los Gatos Blvd	Santa Clara	CA	95032-2511	(408) 555-5105
Michael	Lappin/Kevin	15500 Los Gatos Blvd	Menlo Park	CA	95032-2511	(408) 555-3900
George	Baker	15480 Los Gatos Blvd	Santa Clara	CA	95032-2502	(408) 555-1500
Jack	Coughlin	15600 Los Gatos Blvd	Campbell	CA	95032-2510	(415) 555-5900
Richard	Harrington	14830 Los Gatos Blvd	Gilroy	CA	95032-2011	(303) 555-6157
Daniel	Harper	14850 Los Gatos Blvd	San Jose	CA	95032-2011	(213) 555-2087
Kent	Meyers	2580 Samaritan Drive	San Jose	CA	95124-4101	(408) 555-2771
Sue	Farnsworth	16020 Samaritan Way	Gilroy	CA	95124	(415) 555-3000
James	Martinez	2512 Samaritan Drive	San Jose	CA	95124-4101	(408) 555-7740
Dennis	Brewer	2520 Samaritan Drive	San Jose	CA	95124-4106	(415) 555-4204
David	Brown	2550 Samaritan Drive	San Jose	CA	95124-4104	(408) 555-5025
Denise	Williams	15955 Samaritan Drive	Sunnyvale	CA	95124	(408) 555-9330
Marilynn	Fulscher	15955 Samaritan Drive	Cupertino	CA	95124	(408) 555-8402
Darell	Eaton	15955 Samaritan Drive	San Jose	CA	95124	(408) 555-9720
Jonathan	Miau	15955 Samaritan Drive	Morgan Hill	CA	95124	(415) 555-4699
Steve	Milnick	15955 Samaritan Drive	Morgan Hill	CA	95124	(650) 555-5533 Ext. 326
Lowell	Johnson	15955 Samaritan Drive	San Jose	CA	95124	(415) 555-2715
J.	Siegfried	15955 Samaritan Drive	Los Gatos	CA	95124	(408) 555-7133
Tom	Hutchins	299 Keyes Street	San Jose	CA	95112-3908	(206) 555-7491
Grove	Sanchez	15955 Samaritan Drive	San Jose	CA	95124	(415) 555-1850
Chuck	Kulich	351 Keyes Street	San Jose	CA	95112-3912	(408) 555-8921
Michel	Michels	15955 Samaritan Drive	San Jose	CA	95124	(415) 555-4105
Carol	Karr	2333 Samaritan Drive	Los Gatos	CA	95124-4249	(800) 555-8111
Jack Van	Benton	2360 Samaritan Place	San Jose	CA	95124-3917	(408) 555-8030
Troy	Frye	2400 Samaritan Drive	Mountain View	CA	95124-3907	(408) 555-9222
Leon	Lynott	2410 Samaritan Drive	San Jose	CA	95124-3909	(650) 555-4141
John	Koralewski	2420 Samaritan Drive	Campbell	CA	95124-3907	(408) 555-9595
Mark	Dauchy	15828 Samaritan Drive	Los Altos	CA	95124	(408) 555-3138
Harvey	Schwartz	2440 Samaritan Drive	Gilroy	CA	95124-3911	(650) 555-5000
Eddie	Marine	2440 Samaritan Drive	Santa Clara	CA	95124-3911	(408) 555-0900
Jerry	Nader	16000 Samaritan Drive	San Jose	CA	95124	(408) 555-8811
Norman	Leonard	2065 Los Gatos Almaden Road	Gilroy	CA	95124-5417	(408) 555-2500
Steve	Burns	1952 Camden Ave	San Jose	CA	95124-2816	(408) 555-1730
Goodwin	Scott	3615 Bercaw Lane	Santa Clara	CA	95124-2831	(408) 555-5446
Jim	Isles	3621 Bercaw Lane	Morgan Hill	CA	95124-2831	(408) 555-0402
Chester	Parks	3625 Bercaw Lane	Sunnyvale	CA	95124-2831	(650) 555-1888
Cazmo	Spillane	3629 Bercaw Lane	Santa Clara	CA	95124-2831	(408) 555-5858
Ann	Mungaray	3635 Bercaw Lane	San Jose	CA	95124-2831	(415) 555-5720
John	Halligan	14381 Bercaw Lane	Morgan Hill	CA	95124	(617) 555-8501
Linda	Childs	1930 Camden Ave	Santa Clara	CA	95124-2840	(408) 555-0900
Bob	Mohr	1936 Camden Ave	San Jose	CA	95124-2845	(408) 555-3022
Christopher	Zorn	1820 Hillsdale Ave	Santa Clara	CA	95124-3026	(408) 555-2199
Ken	Lyons	3535 Ross Ave	San Jose	CA	95124-3054	(408) 555-7940
Russ	Meyer	3535 Ross Ave	Santa Clara	CA	95124-3054	(213) 555-6788
Penny	Mlinaric	14495 Bascom Ave	Mountain View	CA	95032-2002	(415) 555-0610
Gail	Grosso	170 Shelley Ave	Morgan Hill	CA	95008-7093	(800) 555-0463
Marlene	Frandle	1301 Camden Ave	Gilroy	CA	95008-6701	(408) 555-6789
Bill	Epifanio	2242 Camden Ave	San Jose	CA	95124-2029	(408) 555-3275
Vince	Faggin	3076 Union Ave	Mountain View	CA	95124-2005	(650) 555-3323
Don	Lee	2930 Union Ave	San Jose	CA	95124-1437	(408) 555-1177
Brian	Castle	2930 Union Ave	San Jose	CA	95124-1437	(408) 555-6535
Steve	Kohli	2730 Union Ave	Campbell	CA	95124-1431	(650) 555-4428 Ext. 226
Mccormick	Sr.	2257 Camden Ave	San Jose	CA	95124-2030	(415) 555-7745
Nathan M.	Harari	311 Keyes Street	San Jose	CA	95112-3910	(408) 555-1491
Stan	Bustos	2247 Camden Ave	Santa Clara	CA	95124-2027	(650) 555-9581
Jill	Himes	2998 Bascom Ave	San Jose	CA	95124-1467	(408) 555-7180
Pam	Miller	2380 Bascom Ave	San Jose	CA	95008-4303	(212) 555-5600
Wylie	Hudson	2255 Bascom Ave	Santa Clara	CA	95008-4301	(415) 555-3671
John	B0naso	2223 Bascom Ave	San Jose	CA	95008-4351	(415) 555-5200
Ken	Bielsker	2201 Bascom Ave	Santa Clara	CA	95008-4351	(650) 555-0915
Ted	Bellman	2155 Bascom Ave	San Jose	CA	95008-3272	(408) 555-2001
Eva J.	Nervo	973 Apricot Ave	Santa Clara	CA	95008-3201	(408) 555-3286
Tim	Perez	995 Apricot Ave	San Jose	CA	95008-3201	(408) 555-1617
Alan	Larose	2175 Bascom Ave	Santa Clara	CA	95008-3267	(510) 555-4700
Barry	Marks	2165 Bascom Ave	San Jose	CA	95008-3267	(510) 555-4910
Raymond L.	Alexius	2105 Bascom Ave	San Jose	CA	95008-3271	(408) 555-9400
Cleveland	Ettinger	2089 Bascom Ave	San Jose	CA	95008-3203	(408) 555-0720
Mike	Sahines	2075 Bascom Ave	San Jose	CA	95008-3203	(408) 555-1101
Simone	Matts	980 Campbell Ave	Redwood City	CA	95008-2303	(408) 555-5655
James/Don	Barnes	951 Michael Drive	San Jose	CA	95008-3217	(408) 555-0660
C.	Sage	900 Campbell Ave	Fremont	CA	95008-2366	(415) 555-3605
Mike	Palichek	2006 Winchester Blvd	Santa Clara	CA	95008-3400	(510) 555-2700
F. Anthony	Dunn	2220 Winchester Blvd	San Jose	CA	95008-3430	(510) 555-5660
G.	Wokoek	32 Sunnyside Ave	Santa Clara	CA	95008-4117	(415) 555-0044
Steve	Romatowski	2240 Winchester Blvd	Redwood City	CA	95008-3424	(415) 555-2712
Mike	Pettis	2250 Winchester Blvd	San Jose	CA	95008-3424	(650) 555-3300
Jerry	Brambir	2260 Winchester Blvd	San Jose	CA	95008-3424	(408) 555-8200
Pat	Shin	2420 Winchester Blvd	San Jose	CA	95008-4800	(408) 555-1252
Richard	Figone	2420 Winchester Blvd	San Jose	CA	95008-4800	(203) 555-7000
Terry	Sirkin	2420 Winchester Blvd	Gilroy	CA	95008-4800	(510) 555-2300
Mark	Cunningham	2420 Winchester Blvd	San Jose	CA	95008-4800	(408) 555-4331
Steve	Welsh	2460 Winchester Blvd	Mountain View	CA	95008-4802	(408) 555-2700
Gary	Miller	2470 Winchester Blvd	San Jose	CA	95008-4807	(415) 555-2060
Jim	Calvin	550 Monterey Ave	San Jose	CA	95030-4307	(408) 555-1571
Jerry	Ducey	540 Monterey Ave	Milpitas	CA	95030-4307	(415) 555-2660
Arthur	Gundo	530 Monterey Ave	Sunnyvale	CA	95030-4307	(408) 555-2346
Vijay	Kai	520 Monterey Ave	Santa Clara	CA	95030-4307	(408) 555-6920
Will	White	510 Monterey Ave	Morgan Hill	CA	95030-4307	(408) 555-3777
Mark	Holdhouse	320 Saratoga Ave	Milpitas	CA	95030-5318	(408) 555-8506
Michael	Green	491 Santa Cruz Ave	Gilroy	CA	95030-5322	(415) 555-4204
Gary	Campbell	290 Saratoga-Los Gatos Road	San Jose	CA	95030	(415) 555-5000
Chris	Hassel	260 Saratoga Ave	San Jose	CA	95030-5317	(408) 555-0461
Dan	Swartz	250 Saratoga-Los Gatos Road	San Jose	CA	95030	(408) 555-4600
Ronald W.	Meulners	248 Saratoga-Los Gatos Road	Morgan Hill	CA	95030	(408) 555-0234
Art	Offendacker	413 Monterey Ave	Santa Clara	CA	95030-5302	(408) 555-8800
John	Milligan	421 Monterey Ave	Los Gatos	CA	95030-5302	(312) 555-0987
Charles	Gardner	423 Monterey Ave	Morgan Hill	CA	95030-5302	"(408)5556-3691, x1"
Bob	Hart	425 Monterey Ave	San Jose	CA	95030-5302	(650) 555-4602
Casey	Lezar	431 Monterey Ave	Santa Clara	CA	95030-5319	(212) 555-4546
R.	Cross	443 Monterey Ave	Santa Clara	CA	95030-5302	(650) 555-2742
Michael	Wheeler	451 Monterey Ave	San Jose	CA	95030-5302	(408) 555-4488
Robin	Kelly	451 Monterey Ave	Los Altos	CA	95030-5302	(415) 555-9100
John	Solloway	453 Monterey Ave	Santa Clara	CA	95030-5302	(415) 555-4600
Gene	Nervo	459 Monterey Ave	Santa Clara	CA	95030-5302	(408) 555-0600
Linda	Wilder	461 Monterey Ave	Gilroy	CA	95030-5302	(408) 555-9870
Vince	Swiefac	477 Monterey Ave	Santa Clara	CA	95030-5302	(408) 555-5844
Frank	Feren	485 Monterey Ave	Morgan Hill	CA	95030	(408) 555-5880
Jim	Rogers	480 Monterey Ave	Sunnyvale	CA	95030-5303	(650) 555-1980
Rober	Segal	464 Monterey Ave	San Jose	CA	95030-5303	(408) 555-4688
Timothy	Vanuys	460 Monterey Ave	San Jose	CA	95030-5303	(916) 555-2559
Mike	Hannegan	456 Monterey Ave	Los Gatos	CA	95030-5303	(415) 555-3300
Norm	Collins	452 Monterey Ave	Redwood City	CA	95030-5303	(408) 555-8105 x306
Alan	Beman	444 Monterey Ave	San Jose	CA	95030-5303	(408) 555-1925
Dr. B.K.	Sargent	442 Monterey Ave	Cupertino	CA	95030-5303	(408) 555-7700
Mr. Lee	Williams	440 Monterey Ave	Cupertino	CA	95030-5303	(408) 555-9000
Craig	Lacey	436 Monterey Ave	San Jose	CA	95030-5303	(408) 555-5105
Pamela	Cammack	430 Monterey Ave	Morgan Hill	CA	95030-5323	(415) 555-3371
Joe	Faroudja	430 Monterey Ave	San Jose	CA	95030-5323	(408) 555-1312
Bruce	Mcnair	214 Saratoga-Los Gatos Road	San Jose	CA	95030	(408) 555-1200
Vicki	Patron	200 Saratoga Ave	Santa Clara	CA	95030-5309	(206) 555-3071
Robert	Barenfrld	421 Santa Cruz Ave	San Jose	CA	95030-5320	(408) 555-0660
David	Steel	433 Santa Cruz Ave	Mountain View	CA	95030-5312	(415) 555-5492
Tim	Bommarito	449 Santa Cruz Ave	Morgan Hill	CA	95030-5312	(713) 555-8855
Brian	Alioto	455 Santa Cruz Ave	Santa Clara	CA	95030-5312	(408) 555-8400
Mike	Mair	465 Santa Cruz Ave	Fremont	CA	95030-5312	(408) 555-9595
John	Boehme	467 Santa Cruz Ave	San Jose	CA	95030-5300	(510) 555-1878
Vipin	Low/Bille	467 Santa Cruz Ave	San Jose	CA	95030-5300	(408) 555-1279
Tom	Mattock	515 Santa Cruz Ave	Fremont	CA	95030-4344	(415) 555-3660
Ron	Morck	590 Monterey Ave	Los Gatos	CA	95030-4307	(408) 555-7242
Harry	Lahane	508 Monterey Ave	San Jose	CA	95030-4307	(408) 555-4818
Leslie	Mcmichaels	500 Monterey Ave	Mountain View	CA	95030-4307	(408) 555-0200
Arthur	Wei	501 Santa Cruz Ave	Morgan Hill	CA	95030-4355	(949) 555-0500
Sam	Hubble	521 Santa Cruz Ave	Morgan Hill	CA	95030-4322	(510) 555-9401
Abe	Horn	525 Santa Cruz Ave	Cupertino	CA	95030-4322	(408) 555-5200
Rick	Russo	531 Santa Cruz Ave	San Jose	CA	95030-4322	555-8341
Sara	Marrone	533 Santa Cruz Ave	Mountain View	CA	95030-4341	(650) 555-0100
Randy	Yuen	545 Santa Cruz Ave	Santa Clara	CA	95030-4341	(408) 555-1655
Russ	Paira	551 Santa Cruz Ave	San Jose	CA	95030-4336	(510) 555-5200
Martin	Wilson	607 Santa Cruz Ave	San Jose	CA	95030-4334	(415) 555-1414
Stephen	Call	615 Santa Cruz Ave	Santa Clara	CA	95030-4334	(408) 555-4468
Gary	Trytsell	629 Santa Cruz Ave	San Jose	CA	95030-4334	(408) 555-8946
Nathan	Muckle	325 Keyes Street	San Jose	CA	95112-3910	(408) 555-3000
Mike	Moss	633 Santa Cruz Ave	San Jose	CA	95030-4333	(408) 555-4180
George	Bui	637 Santa Cruz Ave	Santa Clara	CA	95030-4333	(408) 555-5000
Glen	Scott	647 Santa Cruz Ave	Santa Clara	CA	95030-4350	(408) 555-1751
Jeffold M.	Goodere	657 Santa Cruz Ave	Milpitas	CA	95030-4333	(408) 555-0200
Joel	Pat	14251 Winchester Blvd	Sunnyvale	CA	95030-1811	(650) 555-8880
Dave	Caldwell	3405 Winchester Blvd	Campbell	CA	95008-6844	(650) 555-5400
Carl	Dier	331 Keyes Street	Santa Clara	CA	95112-3910	(508) 555-4455
Ed	Litzke	660 Parr Ave	Santa Clara	CA	95008-6802	(408) 555-4800
Ms. Terry	Hoover	3275 Winchester Blvd	San Jose	CA	95008-6845	(650) 555-7200
James	Ruth	3265 Winchester Blvd	Morgan Hill	CA	95008-6845	(714) 555-4111
Barbara	Folmer	3255 Winchester Blvd	San Jose	CA	95008-6845	(408) 555-6605
Peter	Betels	3375 Winchester Blvd	San Jose	CA	95008-6845	(650) 555-4300
John	Lopez	3303 Winchester Blvd	Santa Clara	CA	95008-6813	(415) 555-1100
Paul	Hercs	3225 Winchester Blvd	San Jose	CA	95008-6845	(408) 555-9770
Craig	Vogel	480 Chapman Drive	San Jose	CA	95008-6823	(408) 555-5200
Deanna	Lyon	347 Keyes Street	San Jose	CA	95112-3910	(408) 555-7411
Gerald	Burner	485 Chapman Drive	Campbell	CA	95008-6822	(408) 555-2477
Marinza	Hayes	471 Chapman Drive	San Jose	CA	95008-6822	(408) 555-0110
Jim	Hawker	457 Chapman Drive	San Jose	CA	95008-6822	(408) 555-9123
Dan	Song	331 Hacienda Ave	Morgan Hill	CA	95008-6501	(408) 555-5880
Bob	Burow	3035 Winchester Blvd	Santa Clara	CA	95008-6540	(408) 555-3000
Mark	Nakatsu	3001 Winchester Blvd	San Jose	CA	95008-6542	(415) 555-4552
Peter	Mahajan	2955 Winchester Blvd	San Jose	CA	95008-5319	(408) 555-5433
Edward	Christina	2951 Winchester Blvd	San Jose	CA	95008-5319	(415) 555-9800
Joan	Phillips	2931 Winchester Blvd	San Jose	CA	95008-5319	(408) 555-0788
Thomas	Smeltzer	2921 Winchester Blvd	San Jose	CA	95008-5319	(408) 555-1200
Marc	Macdonald	2875 Winchester Blvd	San Jose	CA	95008-5354	(201) 555-7850
Neil MC	Williams	2855 Winchester Blvd	Santa Clara	CA	95008-5319	(415) 555-0330
Thomas	Comstock	2089 Orestes Way	San Jose	CA	95008-2611	(650) 555-6500
David	Edwards	2081 Orestes Way	Sunnyvale	CA	95008-2611	(702) 555-8500
Dr. I.	Williams	60 San Tomas Aquino R	San Jose	CA	95008-2515	(408) 555-2300
John	Dew	1450 Campbell Ave	Cupertino	CA	95008-1615	(408) 555-3400
Debra	Roesn	2560 Quito Road	Gilroy	CA	95130	(415) 555-3322
John	Walsh	1570 Campbell Ave	Gilroy	CA	95008-1528	(408) 555-3060
Art	Emery	1800 Campbell Ave	San Jose	CA	95008-1549	(408) 555-6000
Mike	Elliott	125 San Tomas Aquino R	San Jose	CA	95008-2565	(408) 555-4930
John	Iofritta	125 San Tomas Aquino R	Sunnyvale	CA	95008-2565	(408) 555-4362
Heinz	Magrew	125 San Tomas Aquino Road	Santa Clara	CA	95008-2565	(415) 555-9917
Floyd	Cooney	1801 Saratoga Ave	Santa Clara	CA	95129	(415) 555-2000
Renee	Bodeker	5149 Moorpark Ave	San Jose	CA	95129-2156	(408) 555-2100
John	Wimberly	5165 Moorpark Ave	Los Gatos	CA	95129-2140	(415) 555-1320
Steve	Neff	5155 Moorpark Ave	Newark	CA	95129-2140	(866) 555-7949
Chuck	Chiang	4325 Moorpark Ave	San Jose	CA	95129-2029	(408) 555-8700
Tom	Posey	4323 Moorpark Ave	Morgan Hill	CA	95129-2029	(408) 555-0350
Jack	Chapley	4339 Moorpark Ave	Santa Clara	CA	95129-2029	(408) 555-4994
Mr. Tim	Carbone	1550 Teresita Drive	San Jose	CA	95129-4941	(408) 555-1609
James	Lahaye	1089 Eighth Street	San Jose	CA	95112-3951	(408) 555-6484
Ingrid	Bray	5154 Moorpark Ave	Los Gatos	CA	95129-2139	(415) 555-7800
Bruce	Knapps	19140 Stevens Creek Blvd	Mountain View	CA	95014-2541	(301) 555-7470
Mike	Gorley	19160 Stevens Creek Blvd	San Jose	CA	95014-2541	(408) 555-3360
Jack	Carter	19220 Stevens Creek Blvd	Sunnyvale	CA	95014-2504	(408) 555-3300
Glen	Brian	19300 Stevens Creek Blvd	San Jose	CA	95014-2558	(804) 555-3151
Allan	Hogstead	19480 Stevens Creek Blvd	Morgan Hill	CA	95014-2505	(312) 555-1477
George	Wehrfritz	7225 Rainbow Drive	San Jose	CA	95129-4552	(408) 555-8141
Julie	Swearson	7246 Sharon Drive	Gilroy	CA	95129-4645	(415) 555-1010
Chuck	Khorgav	20395 Pacifica Drive	Santa Clara	CA	95014-3016	(408) 555-6145
Ron	Hope	20395 Pacifica Drive	Santa Clara	CA	95014-3016	(408) 555-9428
Cindy	Carlton	20395 Pacifica Drive	San Jose	CA	95014-3016	(650) 555-7171
Jerry MC	Semas	20395 Pacifica Drive	Sunnyvale	CA	95014-3016	(408) 555-2951
Rich	Brooks	20395 Pacifica Drive	Milpitas	CA	95014-3016	(510) 555-1000
Delores	Sylva	20395 Pacifica Drive	Gilroy	CA	95014-3016	(415) 555-5639
