First	Last	Address	City	State	Zip	Phone	Gender
Doug	Ibrahim	275 Third Street	San Jose	CA	95112-5240	(408) 555-0250	M
Paul	Currie	279 Third Street	San Jose	CA	95112-5242	(415) 555-8988	M
Greg	Katsu	287 Third Street	San Jose	CA	95112-5209	(408) 555-7700	M
Duffy	Freiberg	1048 Sixth Street	Sunnyvale	CA	95112-3935	(408) 555-3950	M
Steven	Dionne	293 Third Street	Campbell	CA	95112-7244	(408) 555-1800	M
Eli	Cropper/Patti	76 Julian Street	San Jose	CA	95112-4047	(408) 555-1000	M
Don	Kallmeyer	827 Blossom Hill Road	Los Gatos	CA	95123-2701	(408) 555-5525	M
Donald	Clark	835 Blossom Hill Road	Morgan Hill	CA	95123-2703	(415) 555-7877	M
Rick	Lee	841 Blossom Hill Road	Santa Clara	CA	95123-2704	(415) 555-0440	M
Mike	Castro	489 Blossom Hill Road	San Jose	CA	95123-3302	(408) 555-3500	M
Mark	Solberg	493 Blossom Hill Road	Gilroy	CA	95123-3302	(404) 555-8615	M
Ms. J.	Bliss	3963 Snell Ave	San Jose	CA	95136-2201	(408) 555-4766	F
Jim	Taoyama	222 Capitol Expy	San Jose	CA	95136-1302	(650) 555-5648	M
Steel	Townsend	3151 Snell Ave	Sunnyvale	CA	95136	(415) 555-0173	M
Bob	Strauss	900 Capitol Expy	Campbell	CA	95136-1102	(408) 555-9100	M
Peter	Malgesini+Others	920 Capitol Expy	Mountain View	CA	95136-1102	(408) 555-0208	M
Larry	Stiles	1050 Capitol Expy	Santa Clara	CA	95136-1104	(415) 555-5000	M
Don	Credi	1011 Blossom Hill Road	Los Gatos	CA	95123-1104	(650) 555-7300	M
Tracey L.	Gutto	1009 Blossom Hill Road	San Jose	CA	95123-1104	(408) 555-9655	F
Shirley	Wong	5340 Thornwood Drive	Fremont	CA	95123-1212	(415) 555-3660	F
Adom	Bachman	2186 Stone Ave	San Jose	CA	95125-1451	(408) 555-8946	F
Lisa	Gessler	1115 Kimberly Drive	Sunnyvale	CA	95118-1533	(408) 555-5020	F
Don	Schulhof	3595 Almaden Road	Gilroy	CA	95118-1503	(650) 555-5750	M
Dave	Meriweather	3150 Almaden Expy	Milpitas	CA	95118-1200	(408) 555-5800	M
Tig	Zabowski	3005 Almaden Expy	Fremont	CA	95118-1202	(650) 555-0298	M
Norman	Trapp	1693 Branham Lane	Mountain View	CA	95118-5211	(510) 555-5100	M
Douglas	Kollence	1670 Hillsdale Ave	Santa Clara	CA	95124-3212	(415) 555-1819	M
Amar	Spengler	1660 Hillsdale Ave	San Jose	CA	95124-3211	(408) 555-1930	M
Terry	White	1642 Hillsdale Ave	Cupertino	CA	95124-3239	(408) 555-6030	M
Paul	Coady	2988 Meridian Ave	Santa Clara	CA	95124-1944	(510) 555-5888	M
Connie	Schetret	1514 Padres Drive	Los Gatos	CA	95125-1862	(408) 555-9558	F
Mike	Albert	1518 Padres Drive	San Jose	CA	95125-1862	(408) 555-6273	M
Jerry	Bettencourt	1522 Padres Drive	San Jose	CA	95125-1862	(408) 555-8016	M
Eli	Corduwal	1524 Padres Drive	San Jose	CA	95125-1862	(408) 555-0474	M
Lou	Leuter	702 Minnesota Ave	San Jose	CA	95125-1735	(650) 555-7734	M
Winnie	Larkin	1568 Meridian Ave	Santa Clara	CA	95125-5319	(415) 555-8880	F
Gary	Wood	996 Minnesota Ave	Morgan Hill	CA	95125-2424	(650) 555-7100	M
Jim	Compton	1415 Settle Ave	San Jose	CA	95125-2443	(408) 555-5501	M
Max	Stanfield	1052 Sixth Street	Morgan Hill	CA	95112-3935	(216) 555-6060	M
Laura	Liegerman	1020 Minnesota Ave	Gilroy	CA	95125-2425	(212) 555-0900	F
